date,site,opp_name,win_or_loss,winning_score,opp_score,fgm,fga,fg_perc,threes,three_att,three_perc,ft,fta,ft_perc,orb,trb,ast,stl,blk,tov,pf,opp_fgm,opp_fga,opp_fg_perc,opp_threes,opp_three_att,opp_three_perc,opp_ft,opp_fta,opp_ft_perc,opp_orb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,team,drb,opp_drb
2018-11-09,@,Boston University,W,78,72,27,60,0.45,8,29,0.276,16,22,0.727,8,34,14,5,5,7,16,27,61,0.443,5,17,0.294,13,15,0.867,5,30,14,2,0,11,19,vermont,26,25
2018-11-12,@,Kansas,L,68,84,23,56,0.411,9,26,0.34600000000000003,13,17,0.765,5,27,11,3,2,12,13,33,63,0.524,12,19,0.632,6,10,0.6,7,37,19,7,2,13,18,vermont,22,30
2018-11-14,,Lyndon State,W,122,56,47,80,0.588,7,21,0.333,21,29,0.7240000000000001,20,50,22,13,7,9,11,21,59,0.35600000000000004,5,24,0.208,9,14,0.643,7,22,4,3,0,21,20,vermont,30,15
2018-11-16,@,Louisville,L,78,86,26,53,0.491,9,23,0.391,17,19,0.895,4,23,9,5,1,8,26,26,49,0.531,8,19,0.421,26,33,0.7879999999999999,5,27,14,2,2,10,21,vermont,19,22
2018-11-21,,Yale,W,79,70,27,59,0.458,13,34,0.382,12,17,0.706,6,29,15,8,6,6,15,27,55,0.491,6,18,0.333,10,13,0.769,6,34,12,2,1,13,18,vermont,23,28
2018-11-25,,Bucknell,L,61,69,19,60,0.317,5,20,0.25,18,19,0.947,13,39,7,4,2,14,22,23,53,0.434,8,23,0.348,15,18,0.833,4,31,11,4,1,9,19,vermont,26,27
2018-11-28,@,George Washington,W,69,53,25,48,0.521,11,19,0.579,8,10,0.8,3,30,17,3,5,12,14,20,63,0.317,3,14,0.214,10,10,1.0,13,30,5,6,3,6,14,vermont,27,17
2018-11-30,@,Towson,W,70,64,21,52,0.404,11,28,0.393,17,20,0.85,12,33,15,3,3,10,19,20,56,0.35700000000000004,5,13,0.385,19,22,0.8640000000000001,11,31,7,5,4,9,20,vermont,21,20
2018-12-03,@,George Mason,W,72,67,26,56,0.464,6,18,0.333,14,21,0.667,9,31,9,5,3,15,17,25,54,0.463,3,18,0.16699999999999998,14,16,0.875,6,25,5,11,7,16,21,vermont,22,19
2018-12-08,,Harvard,W,71,65,25,56,0.446,10,23,0.435,11,20,0.55,3,20,11,9,2,7,16,25,51,0.49,10,27,0.37,5,8,0.625,7,33,13,1,6,20,19,vermont,17,26
2018-12-16,,Northeastern,W,75,70,27,57,0.474,3,18,0.16699999999999998,18,27,0.667,7,33,10,7,1,12,19,26,55,0.473,8,25,0.32,10,18,0.556,5,31,11,8,2,15,25,vermont,26,26
2018-12-18,,St. Bonaventure,W (2 OT),83,76,29,72,0.403,10,34,0.294,15,22,0.682,14,37,10,6,5,15,16,30,62,0.484,7,20,0.35,9,13,0.6920000000000001,8,36,10,10,3,17,27,vermont,23,28
2018-12-21,@,Lipscomb,L,66,91,22,61,0.361,6,28,0.214,16,19,0.8420000000000001,10,24,8,4,7,9,21,34,59,0.5760000000000001,8,17,0.471,15,17,0.882,8,37,19,6,3,11,19,vermont,14,29
2019-01-02,,Dartmouth,W,73,59,25,54,0.463,1,14,0.071,22,30,0.733,7,37,7,2,10,9,16,24,69,0.348,7,20,0.35,4,6,0.667,9,32,11,3,5,12,22,vermont,30,23
2019-01-05,@,Albany (NY),W,80,51,31,57,0.544,10,26,0.385,8,13,0.615,8,37,17,5,4,12,15,19,54,0.35200000000000004,5,21,0.238,8,11,0.727,4,23,10,9,2,12,16,vermont,29,19
2019-01-09,@,Maine,W,73,49,24,44,0.545,5,16,0.313,20,24,0.833,2,28,15,8,3,9,14,19,57,0.333,8,28,0.28600000000000003,3,8,0.375,9,27,15,3,2,14,21,vermont,26,18
2019-01-12,,Hartford,W,81,62,28,50,0.56,8,17,0.471,17,22,0.773,8,33,13,5,6,13,20,20,53,0.377,8,17,0.471,14,21,0.667,5,20,10,7,1,9,21,vermont,25,15
2019-01-16,@,New Hampshire,W,73,59,27,55,0.491,7,12,0.583,12,15,0.8,4,30,6,2,8,7,16,21,53,0.396,10,21,0.476,7,12,0.583,7,30,10,1,2,12,22,vermont,26,23
2019-01-19,,Binghamton,W,78,50,27,60,0.45,7,25,0.28,17,20,0.85,20,46,14,10,2,16,15,19,45,0.422,6,16,0.375,6,10,0.6,2,16,5,10,3,19,19,vermont,26,14
2019-01-23,,UMBC,L,61,74,18,53,0.34,10,22,0.455,15,19,0.789,9,27,9,3,3,11,23,24,46,0.522,8,21,0.381,18,25,0.72,4,31,13,4,8,11,20,vermont,18,27
2019-01-26,@,Stony Brook,W,73,52,23,56,0.411,7,21,0.333,20,30,0.667,7,35,11,6,1,9,19,16,52,0.308,7,29,0.241,13,16,0.813,8,35,6,4,2,15,25,vermont,28,27
2019-02-02,@,UMass-Lowell,W,74,65,24,56,0.429,3,16,0.188,23,28,0.821,9,39,8,5,7,12,18,24,59,0.407,7,23,0.304,10,19,0.526,5,26,12,5,3,10,24,vermont,30,21
2019-02-06,,Maine,W,86,63,28,48,0.583,14,22,0.636,16,23,0.696,6,29,18,8,2,13,16,22,53,0.415,7,14,0.5,12,17,0.706,8,23,11,9,3,13,18,vermont,23,15
2019-02-09,,Albany (NY),W,67,49,24,59,0.407,10,25,0.4,9,9,1.0,9,35,12,6,7,11,13,18,49,0.3670000000000001,8,20,0.4,5,9,0.556,7,27,9,7,1,15,13,vermont,26,20
2019-02-13,,New Hampshire,W,73,44,26,53,0.491,5,17,0.294,16,24,0.667,5,34,9,6,0,8,15,15,44,0.341,5,20,0.25,9,15,0.6,2,23,6,3,1,15,20,vermont,29,21
2019-02-16,@,Hartford,W,77,75,26,53,0.491,7,18,0.389,18,21,0.857,6,26,12,5,3,9,12,28,53,0.528,12,22,0.545,7,7,1.0,2,23,15,3,3,14,20,vermont,20,21
2019-02-21,@,UMBC,L,56,65,17,47,0.362,4,24,0.16699999999999998,18,20,0.9,6,33,12,1,1,16,17,25,55,0.455,4,18,0.222,11,14,0.7859999999999999,3,25,11,8,1,9,20,vermont,27,22
2019-02-23,@,Binghamton,W,69,63,23,53,0.434,6,16,0.375,17,28,0.607,6,30,7,6,4,5,15,22,49,0.449,12,23,0.522,7,13,0.5379999999999999,4,29,10,3,4,9,18,vermont,24,25
2019-03-02,,Stony Brook,W,56,50,19,53,0.358,7,27,0.259,11,15,0.733,7,35,11,7,4,16,16,17,57,0.298,7,29,0.241,9,12,0.75,11,39,8,10,5,16,18,vermont,28,28
2019-03-05,,UMass-Lowell,W,74,57,29,59,0.4920000000000001,9,23,0.391,7,14,0.5,12,39,13,7,6,12,13,22,55,0.4,4,19,0.211,9,14,0.643,5,25,14,9,1,9,15,vermont,27,20
2019-03-09,,Maine,W,73,57,25,48,0.521,8,20,0.4,15,19,0.789,9,29,11,7,5,9,14,20,43,0.465,7,16,0.438,10,13,0.769,3,18,10,3,1,12,18,vermont,20,15
2019-03-12,,Binghamton,W,84,51,32,55,0.5820000000000001,14,25,0.56,6,6,1.0,6,29,20,7,3,7,13,20,49,0.408,9,24,0.375,2,3,0.667,4,18,8,4,4,9,10,vermont,23,14
2019-03-16,,UMBC,W,66,49,21,51,0.412,7,22,0.318,17,23,0.7390000000000001,10,35,7,5,5,9,16,15,44,0.341,8,26,0.308,11,14,0.7859999999999999,4,25,9,6,4,13,19,vermont,25,21
